Year,Term,Course_ID,Course_Name,Course_Description
2018,Fall,CEE 576,Nonlinear Finite Elements,"Civil Engineering Course. Nonlinear formulations in solid mechanics and nonlinear equation solving strategies; finite deformation (hyperelasticity) elastostatics and elastodynamics, semi-discrete weighted residual formulations, implicit and explicit time-stepping algorithms and stability analysis; theory of mixed finite element methods, strain-projection methods, and stabilized methods; mixed methods for nonlinear coupled-field problems. Same as Computer ScienceE 552. Prerequisite: Construction Engineering 471 or TAM 445; Construction Engineering 470 or Mechanical Engineering 471."
2018,Fall,CEE 580,Excavation and Support Systems,"Civil Engineering Course. Classical and modern earth pressure theories and their experimental justification; pressures and bases for design of retaining walls, bracing of open cuts, anchored bulkheads, cofferdams, tunnels, and culverts. Prerequisite: Credit or concurrent registration in Construction Engineering 484."
2018,Fall,CEE 581,"Dams, Embankments, and Slopes",Civil Engineering Course. Fundamentals of static and seismic slope stability and shear strength; seepage in composite sections and anisotropic materials; methods of stability analyses; mechanism of failure of natural and man-made slopes; compaction; field observations. 4 graduate hours. No professional credit. Prerequisite: Construction Engineering 483 - Applied Soil Mechanics.
2018,Fall,CEE 583,Shear Strength of Soils,Civil Engineering Course. Physico-chemical properties of soils; fabric and structure of soil; mechanism of shearing resistance; residual shear strength of overconsolidated clays and clay shales; long-term shear strength of overconsolidated clays; Hvorslev shear strength parameters; undrained shear strength of clays. Prerequisite: Construction Engineering 483.
2018,Fall,CEE 586,Rock Mechanics and Behavior,"Civil Engineering Course. Rock classification, stress and strain, elastic and inelastic deformation, failure criteria, rock-fluid interaction, poroelasticity, fluid flow in rock, thermal effect on rock deformation, geo-energy applications. 4 graduate hours. No professional credit. Prerequisite: Construction Engineering 483 and TAM 451."
2018,Fall,CEE 595,Seminar,"Civil Engineering Course. This is a seminar course.Discussion of current topics in civil and environmental engineering and related fields by staff, students, and visiting lecturers. Approved for S/U grading only. May be repeated."
2018,Fall,CEE 597,Independent Study,Civil Engineering Course. Individual investigations or studies of any phase of civil engineering selected by the student and approved by the adviser and the staff member who will supervise the investigation. May be repeated. Prerequisite: Consent of instructor.
2018,Fall,CEE 598,Special Topics,Civil Engineering Course. Subject offerings of new and developing areas of knowledge in civil and environmental engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
2018,Fall,CEE 599,Thesis Research,Civil Engineering Course. A candidate for the MSCE or Material Science EngineeringE degree who is required or elects to write a thesis must complete at least 32 hours of graduate work (including Construction Engineering 599 thesis credit). A typical master’s program with a thesis includes 24 hours of course work and 8 hours of Construction Engineering 599 thesis credit. No more than 12 hours of Construction Engineering 599 thesis credit may be devoted to the MS thesis.
2018,Fall,CS 100,Freshman Orientation,Computer Science.Introduction to Computer Science as a field and career for computer science majors. Overview of the field and specific examples of problem areas and methods of solution.
2018,Fall,CS 101,Intro Computing: Engrg & Sci,"Computer Science.Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Prerequisite: MATH 220 or MATH 221."
2018,Fall,CS 105,Intro Computing: Non-Tech,"Computer Science.Computing as an essential tool of academic and professional activities. Functions and interrelationships of computer system components: hardware, systems and applications software, and networks. Widely used application packages such as spreadsheets and databases. Concepts and practice of programming for the solution of simple problems in different application areas. Intended for non-science and non-engineering majors. Prerequisite: MATH 112."
2018,Fall,CS 125,Intro to Computer Science,Computer Science.Basic concepts in computing and fundamental techniques for solving computational problems. Intended as a first course for computer science majors and others with a deep interest in computing. Prerequisite: Three years of high school mathematics or MATH 112.
2018,Fall,CS 126,Software Design Studio,"Computer Science.Fundamental principles and techniques of software development. Design, documentation, testing, and debugging software, with a significant emphasis on code review. Credit is not given for both Computer Science 242 and Computer Science 126. Prerequisite: Computer Science 125. For majors only."
2018,Fall,CS 173,Discrete Structures,"Computer Science.Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both Computer Science 173 and MATH 213. Prerequisite: One of Computer Science 125, Electronics Communication Engineering 220; one of MATH 220, MATH 221."
2018,Fall,CS 196,Freshman Honors,Computer Science.Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. Prerequisite: Concurrent registration in another 100-level computer science course (see Schedule).
2018,Fall,CS 199,Applied Cloud Computing ,"Computer Science.Cloud computing is increasingly becoming an area of interest in the tech industry. In this course, we will introduce service-level technologies including Hadoop, Spark, distributed databases and more. We will also introduce students to the concepts IaaS (Infrastructure as a Service), Cloud Functions, and containerization. This course will be hands-on and focussed on applications of cloud computing; students will be using a cluster to explore cloud based technologies.May be repeated."
2018,Fall,CS 210,Ethical & Professional Issues,"Computer Science.Ethics for the computing profession. Ethical decision-making; licensing; intellectual property, freedom of information, and privacy. Credit is not given for both Computer Science 210 and Electronics Communication Engineering 316. Prerequisite: Computer Science 225. Junior standing required."
2018,Fall,CS 225,Data Structures,"Computer Science.Data Structures. Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. Prerequisite: Computer Science 125 or Electronics Communication Engineering 220; Computer Science 173 or MATH 213."
2018,Fall,CS 233,Computer Architecture,"Computer Science.Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. Prerequisite: Computer Science 125 and Computer Science 173; credit or concurrent enrollment in Computer Science 225."
2018,Fall,CS 241,System Programming,"Computer Science.Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. Credit is not given for both Computer Science 241 and Electronics Communication Engineering 391. Prerequisite: Computer Science 225; credit or concurrent registration in Computer Science 233."
2018,Fall,CS 242,Programming Studio,Computer Science.Intensive programming lab intended to strengthen skills in programming. Prerequisite: Computer Science 241.
2018,Fall,CS 296,Honors Course,Computer Science.Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. Prerequisite: Concurrent registration in another 200-level computer science course (see Schedule).
2018,Fall,CS 357,Numerical Methods I,"Computer Science.Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. Same as MATH 357. Credit is not given for Computer Science 357 if credit for Computer Science 450 has been earned. (Counts for advanced hours in LAS). Prerequisite: A 100-level computer science course; MATH 225 or MATH 415; MATH 241."
2018,Fall,CS 361,Probability & Statistics for Computer Science,"Computer Science.Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. Same as Statistics 361. Credit is not given for both Computer Science 361 and Electronics Communication Engineering 313. Prerequisite: MATH 220 or 221; credit or concurrent registration in MATH 225. For majors only."
2018,Fall,CS 374,Introduction to Algorithms & Models of Computation,"Computer Science.Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. Same as Electronics Communication Engineering 374. Prerequisite: Computer Science 225; MATH 225 or MATH 415."
2018,Fall,CS 397,Individual Study,Computer Science.Computer science course that students can register for to get credit for an individual research project carried on under the guidance of a Computer Science faculty member (or a faculty member from another department approved for supervising a Computer Science 397 section). You may take the course for anywhere from 1 to 3 hours (to be determined by your individual project supervisor) and you may register again for Computer Science 397 Individual Study (under the same or different instructor) in subsequent semesters.May be repeated. Prerequisite: Consent of instructor.
2018,Fall,CS 398,Special Topics,Computer Science.Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
2018,Fall,CS 410,Text Information Systems,"Computer Science.Theory, design, and implementation of text-based information systems. Text analysis, retrieval models (e.g., Boolean, vector space, probabilistic), text categorization, text filtering, clustering, retrieval system design and implementation, and applications to web information management. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225."
2018,Fall,CS 411,Database Systems,"Computer Science.Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225."
2018,Fall,CS 412,Introduction to Data Mining,"Computer Science.Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225."
2018,Fall,CS 413,Intro to Combinatorics,"Computer Science.The aim of this course is to give an introduction to finite mathematics, like enumerations, sieve method, designs and other symmetric configurations, (no or very little about graphs). We emphasize techniques, but also present proofs of theorems. Same as MATH 413. See MATH 413."
2018,Fall,CS 418,Interactive Computer Graphics,"Computer Science.Basic mathematical tools and computational techniques for modeling, rendering, and animating 3-D scenes. Same as Computer ScienceE 427. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225; MATH 225 or MATH 415; MATH 241."
2018,Fall,CS 419,Production Computer Graphics,"Computer Science.Advanced methods for representing, displaying, and rendering two-, three-, and four-dimensional scenes. General algebraic curves and surfaces, splines, Gaussian and bump-function representation, fractals, particle systems, constructive solid geometry methods, lighting models, radiosity, advanced ray-tracing methods, surface texturing animation techniques, data visualization methods. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 418."
2018,Fall,CS 420,Parallel Progrmg: Sci & Engrg,"Computer Science.Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. Same as Computer ScienceE 402 and Electronics Communication Engineering 492. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225."
2018,Fall,CS 421,Progrmg Languages & Compilers,"Computer Science.Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 233 and Computer Science 373."
2018,Fall,CS 424,Real-Time Systems,"Computer Science.Supervisory control aspects of Cyber Physical Systems (CPS): fundamentals of reliability analysis, real-time scheduling, simple feedback control, software fault tolerance architecture, wireless networking and energy saving, principles of safety critical system engineering. Student groups design and demonstrate supervisory control architecture for a robot. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 241."
2018,Fall,CS 425,Distributed Systems,"Computer Science.Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. Same as Electronics Communication Engineering 428. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 241 or Electronics Communication Engineering 391."
2018,Fall,CS 426,Compiler Construction,"Computer Science.Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 421."
2018,Fall,CS 427,Software Engineering I,"Computer Science.Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. Same as Computer ScienceE 426. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225 and Computer Science 373."
2018,Fall,CS 433,Computer System Organization,Computer Science.Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. Same as Computer ScienceE 422. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 233.
2018,Fall,CS 436,Computer Networking Laboratory,"Computer Science.Design, application, analysis, and evalution of communication network protocols under both Linux and Windows NT operating systems. Emphasis on identifying problems, proposing alternative solutions, implementing prototypes using available network protocols and evaluating results. Multiple programming team projects. Same as Electronics Communication Engineering 435. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 438."
2018,Fall,CS 438,Communication Networks,"Computer Science.Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. Same as Electronics Communication Engineering 438. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 241 or Electronics Communication Engineering 391; one of Electronics Communication Engineering 313, MATH 461, MATH 463."
2018,Fall,CS 440,Artificial Intelligence,"Computer Science.Major topics in and directions of research in artificial intelligence: AI languages (LInformation ScienceP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. Same as Electronics Communication Engineering 448. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225 or Electronics Communication Engineering 391."
2018,Fall,CS 446,Machine Learning,"Computer Science.Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 373 and Computer Science 440."
2018,Fall,CS 447,Natural Language Processing,"Computer Science.Part-of-speech tagging, parsing, semantic analysis and machine translation. Relevant linguistics concepts from morphology (word formation) and lexical semantics (the meaning of words) to syntax (sentence structure) and compositional semantics (the meaning of sentences). 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both Computer Science 447 and LING 406. Prerequisite: Computer Science 374."
2018,Fall,CS 450,Numerical Analysis,"Computer Science.Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. Same as Computer ScienceE 401, Electronics Communication Engineering 491, and MATH 450. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both Computer Science 450 and Computer Science 457. Prerequisite: Computer Science 101 or Computer Science 125; Computer Science 357 or MATH 415; MATH 285."
2018,Fall,CS 461,Computer Security I,"Computer Science.Fundamental principles of computer and communications security and information assurance: ethics, privacy, notions of threat, vulnerabilities, and risk in systems, information warfare, malicious software, data secrecy and integrity issues, network security, trusted computing, mandatory and discretionary access controls, certification and accreditation of systems against security standards. Security mechanisms: authentication, auditing, intrusion detection, access control, cryptography, security protocols, key distribution. Same as Electronics Communication Engineering 422. 4 undergraduate hours. 4 graduate hours. Prerequisite: Computer Science 241 or Electronics Communication Engineering 391."
2018,Fall,CS 465,User Interface Design,"Computer Science.A project-focused course covering fundamental principles of user interface design, implementation, and evaluation. Small teams work on a term-long project that involves: analysis of the problem domain, user skills, and tasks; iterative prototyping of interfaces to address user needs; conducting several forms of evaluation such as cognitive walkthroughs and usability tests; implementation of the final prototype. Non-technical majors may enroll as non-programmers who participate in all aspects of the projects with the possible exception of implementation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225."
2018,Fall,CS 468,Tech and Advertising Campaigns,"Computer Science.With the maturation of the internet as an advertising and media channel, advertising, journalism, and communications students need to know more about technology and how that impacts their messages and designs. Likewise, computer scientists could benefit from knowledge of what the end user is looking for when designing web content, applications and other web-based media. Students in this course will gain design knowledge as well as a hands-on experience in completing a technology-driven advertising campaign. Students will participate in engineering, advertising and project management activities with individual as well as team responsibilities. Same as ADV 491. 3 undergraduate hours. No graduate credit. Credit is not given for ADV 492 and ADV 498. Prerequisite: Computer Science 225 or consent of instructors. Junior or senior standing in Advertising or Computer Science."
2018,Fall,CS 473,Algorithms,"Computer Science.Design and analysis techniques, approximation algorithms, randomized algorithms and amortized analysis, and advanced topics such as network flow, linear programming, and dynamic data structures, among others. Same as Computer ScienceE 414 and MATH 473. 4 undergraduate hours. 4 graduate hours. Prerequisite: Computer Science 374, and one of Computer Science 361, MATH 461, or Statistics 400."
2018,Fall,CS 481,Stochastic Processes & Applic,"Computer Science.Modeling and analysis of stochastic processes. Background on probability models. Transient and steady-state behavior of discrete-time Markov chains. Time-reversible Markov chains, Markov decision processes. Applications of Markov chains. Branching processes. Homogeneous and inhomogeneous Poisson processes. Selected topics. Same as Industrial Engineering 410. 3 undergraduate hours. 4 graduate hours. Prerequisite: Industrial Engineering 310."
2018,Fall,CS 483,Applied Parallel Programming,"Computer Science.Parallel programming with emphasis on developing applications for processors with many computation cores. Computational thinking, forms of parallelism, programming models, mapping computations to parallel hardware, efficient data structures, paradigms for efficient parallel algorithms, and application case studies. Same as Electronics Communication Engineering 408  and Computer ScienceE 408. 4 undergraduate hours. 4 graduate hours. Prerequisite: Electronics Communication Engineering 220."
2018,Fall,CS 484,Parallel Programming,"Computer Science.Techniques for the programming of all classes of parallel computers and devices including shared memory and distributed memory multiprocessors, SIMD processors and co-processors, and special purpose devices. Key concepts in parallel programming such as reactive and transformational programming, speculation, speedup, isoefficiency, and load balancing. Synchronization primitives, libraries and languages for parallel programming such as OpenMP and MPI, performance monitoring, program tuning, analysis and programming of numerical and symbolic parallel algorithms. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 241."
2018,Fall,CS 491,Seminar,"Computer Science.This is a seminar course.Seminar on topics of current interest as announced in the Class Schedule. 0 to 4 undergraduate hours. 0 to 4 graduate hours. Approved for S/U grading only. May be repeated in the same or separate terms if topics vary to a maximum of 4 hours. Prerequisite: As specified for each topic offering, see Class Schedule or departmental course description."
2018,Fall,CS 493,"Senior Project II, ACP","Computer Science.Continuation of Computer Science 492. Identical to Computer Science 494 except for an additional writing component. Communicating with Your Client and Team,Technical Presentations,Agile Methods,Making a Plan,Feature Breakdown,Setting Goals,Managing Your Client’s Expectations,Documenting Your Project .3 undergraduate hours. No graduate credit. Credit is not given for both Computer Science 493 and a project course in another engineering department for the same project. Prerequisite: Computer Science 492."
2018,Fall,CS 494,Senior Project II,"Computer Science.Continuation of Computer Science 492. Communicating with Your Client and Team,Technical Presentations,Agile Methods,Making a Plan,Feature Breakdown,Setting Goals,Managing Your Client’s Expectations,Documenting Your Project .3 undergraduate hours. No graduate credit. Credit is not given for both Computer Science 494 and a project course in another engineering department for the same project. Prerequisite: Computer Science 492."
2018,Fall,CS 497,CS Team Project,"Computer Science.Student teams work with Computer Science faculty to complete a significant project requiring advanced knowledge of Computer Science principles. Project topics vary. 1 to 3 undergraduate hours. No graduate credit. May be repeated in the same term up to 6 hours, if topics vary; may be repeated in separate terms. Prerequisite: For majors only; junior or senior standing required."
2018,Fall,CS 498,Special Topics,Computer Science.Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.
2018,Fall,CS 499,Senior Thesis,"Computer Science.Research and thesis development experience in computer science underguidance of a faculty member. Literature search, oral presentation, analysis and implementation, paper preparation, and completion of a written thesis. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor."
2018,Fall,CS 510,Advanced Information Retrieval,"Computer Science.Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. 4 graduate hours. No professional credit. Prerequisite: One of Computer Science 410, Computer Science 412, Computer Science 446 or LING 406."
2018,Fall,CS 513,Theory & Practice of Data Cleaning,"Computer Science.Data cleaning is the process of assessing and improving data quality for later analysis and use, and is a crucial part of data curation and analysis. This course identifies data quality issues throughout the data lifecycle, and reviews specific techniques and approaches for checking and improving data quality. Techniques are drawn primarily from the database community, using schema-level and instance-level information, and from different scientific communities, which are developing practical tools for data pre-processing and cleaning. Same as Information Science 532. 4 graduate hours. No professional credit."
2018,Fall,CS 522,Programming Language Semantics,"Computer Science.Theory of programming languages including functional programming, meta-circular interpreters, typed, untyped and polymorphic lambda-calculi, and denotational semantics. Prerequisite: Computer Science 422 and Computer Science 426."
2018,Fall,CS 523,Advanced Operating Systems,"Computer Science.Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. Prerequisite: Computer Science 423, Computer Science 425, and Computer Science 433."
2018,Fall,CS 524,Concurrent Progrmg Languages,"Computer Science.Theory of concurrency and concurrent programming languages. Formal models of concurrent computation such as process algebras, nets, and actors; high level concurrent programming languages and their operational semantics; methods for reasoning about correctness and complexity of concurrent programs. Prerequisite: Computer Science 422; Computer Science 475 or Computer Science 476."
2018,Fall,CS 536,Fault-Tolerant Dig Syst Design,"Computer Science.Advanced concepts in hardware and software fault tolerance: fault models, coding in computer systems, module and system level fault detection mechanism, reconfiguration techniques in multiprocessor systems and VLSI processor arrays, and software fault tolerance techniques such as recovery blocks, N-version programming, checkpointing, and recovery; survey of practical fault-tolerant systems. Same as Electronics Communication Engineering 542. Prerequisite: Electronics Communication Engineering 411."
2018,Fall,CS 548,Models of Cognitive Processes,"Computer Science.Formal models and concepts in automated cognition; integrating machine learning and prior knowledge; current approaches and detailed analyses of the role of reasoning in the learning process; computational complexity and fundamental tradeoffs between expressiveness and tractability; implications for state-of-the-art artificial intelligence areas such as automated planning, the semantic web, relational learning, structured prediction, latent models, structure learning, theory formation, etc.; philosophical and psychological aspects of integrating analytic and empirical evidence. Same as Electronics Communication Engineering 548. Prerequisite: Computer Science 440 or Computer Science 446."
2018,Fall,CS 549,Seminar in Cognitive Science,"Computer Science.This is a seminar course.In-depth view of cognitive science: the study of mind and intelligence. Covers major areas of cognitive science including: anthropology, artificial intelligence, cognitive neuroscience, cognitive psychology, emotions, linguistics, and philosophy. Lectures focus on prominent questions and issues in each area highlighted by descriptions of current research. Also explores interconnections among these fields. Same as PSYC 514, ANTH 514, EPSY 551, LING 570, and PHIL 514. Prerequisite: Minimally second semester graduate standing in a cognitive science discipline including: anthropology, computer science, educational psychology, electrical engineering, linguistics, philosophy, psychology, or consent of instructor."
2018,Fall,CS 556,Iterative & Multigrid Methods,"Computer Science.Comprehensive treatment of algebraic and multigrid iterative methods to solve systems of equations, primarily linear equations arising from discretization of partial differential equations. Same as Computer ScienceE 511."
2018,Fall,CS 563,Advanced Computer Security,"Computer Science.Current research trends in computer and network security. Privacy, tamper-resistance, unwanted traffic, monitoring and surveillance, and critical infrastructure protection. Subtopics will vary depending upon current research trends. Students work in teams in close coordination with the course instructor to develop one of the topics in depth by carrying out background research and an exploratory project. Same as Electronics Communication Engineering 524. Prerequisite: Computer Science 461 or Computer Science 463."
2018,Fall,CS 571,Combinatorial Mathematics,"Computer Science.This is a rigorous, graduate level introduction to combinatorics. It does not assume prior study, but requires mathematical maturity; it moves at a fast pace. The first third of the course is on enumeration. The second third covers graph theory. The remainder of the course considers some topics that are treated more in depth in advanced graduate courses (Math 581, 582, 583, 584): Ramsey theory, partially ordered sets, the probabilistic method and combinatorial designs (as time permits).Same as MATH 580."
2018,Fall,CS 581,Algorithmic Genomic Biology,"Computer Science.The purpose of the course is to give each student enough background and training in the area of algorithmic genomic biology so that each will be able to do research in this area, and publish papers. The main focus of the course is phylogeny (evolutionary tree) estimation, multiple sequence alignment, and genome-scale phylogenetics, which are problems that present very interesting challenges from a computational and statistical standpoint. Time permitting, we will also discuss computational problems in microbiome analysis, protein function and structure prediction, genome assembly, and even historical linguistics. Students will learn the mathematical and computational foundations in these areas, read the current literature, and do a team research project. The course is designed for doctoral students in computer science, computer engineering, bioengineering, mathematics, and statistics, and does not depend on any prior background in biology. The technical material will depend on discrete algorithms, graph theory, simulations, and probabilistic analysis of algorithms. Same as Bioengineering 540. 4 graduate hours. No professional credit. Prerequisite: Computer Science 374 and Computer Science 361/Statistics 361, or consent of instructor."
2018,Fall,CS 584,Embedded System Verification,"Computer Science.Examines formal analysis an synthesis approaches for discrete, continuous, and hybrid models of computing systems and their physical environment. Introduces timed and hybrid automata models. Analysis techniques including model checking, Hoare-style deduction, and abstractions for safety and stability, and controller synthesis strategies with applications in distributed robotics, automobile system, traffic control, and real-time systems. Same as Electronics Communication Engineering 584. 4 graduate hours. No professional credit. Prerequisite: Computer Science 476 or Computer Science 477."
2018,Fall,CS 591,Advanced Seminar,"Computer Science.This is a seminar course.Seminar on topics of current interest as announced in the Class Schedule. Approved for S/U grading only. May be repeated in the same or separate terms if topics vary. Prerequisite: As specified for each topic offering, see Class Schedule or departmental course description."
2018,Fall,CS 597,Individual Study,Computer Science.Individual study or reading in a subject not covered in normal course offerings. May be repeated. Prerequisite: Consent of instructor.
2018,Fall,CS 598,Special Topics,Computer Science.Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
2018,Fall,CS 599,Thesis Research,Computer Science. The Master of Science (M.S.) in computer science is a research-oriented degree that requires 28 credit hours of coursework and 4 credit hours of thesis. It can be counted towards the Ph.D. in Computer Science. Approved for S/U grading only. May be repeated.
2018,Fall,CSE 401,Numerical Analysis,"Computer Science Engineering.Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. Same as Computer ScienceE 450, Electronics Communication Engineering 491, and MATH 450. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both Computer Science 450 and Computer Science 457. Prerequisite: Computer Science 101 or Computer Science 125; Computer Science 357 or MATH 415; MATH 285."
2018,Fall,CSE 402,Parallel Progrmg: Sci & Engrg,"Computer Science Engineering.Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. Same as Computer Science 420 and Electronics Communication Engineering 492. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 225."
2018,Fall,CSE 408,Applied Parallel Programming,"Computer Science Engineering.Parallel programming with emphasis on developing applications for processors with many computation cores. Computational thinking, forms of parallelism, programming models, mapping computations to parallel hardware, efficient data structures, paradigms for efficient parallel algorithms, and application case studies. Same as Computer Science 483 and Electronics Communication Engineering 408. 4 undergraduate hours. 4 graduate hours. Prerequisite: Electronics Communication Engineering 220."
2018,Fall,CSE 414,Algorithms,"Computer Science Engineering.Design and analysis techniques, approximation algorithms, randomized algorithms and amortized analysis, and advanced topics such as network flow, linear programming, and dynamic data structures, among others. Same as Computer Science 473 and MATH 473. 4 undergraduate hours. 4 graduate hours. Prerequisite: Computer Science 374, and one of Computer Science 361, MATH 461, or Statistics 400."
2018,Fall,CSE 422,Computer System Organization,Computer Science Engineering.Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. Same as Computer Science 433. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Computer Science 233.
